Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"7 The Outlook, Glen Waverley, Vic 3150","$2,500,000 - $2,600,000",5,2,707m²,2,"On a generous corner block measuring 707 sqm (approx.), and flaunting strong elements of postmodern design with large living areas, this 5 bedroom, 2 bathroom home offers a range of living options sure to catch the eye of a wide range of admirers.,This home consists of 4 large bedrooms including 3 of those with built-in robes, while a 5th bedroom in the rear wing is an ideal master bed with WIR, ensuite, and verandah overlooking an internal courtyard. Alternatively, this wing is well-suited for independent living with a fully equipped 2nd kitchen with quality appliances.,An inviting lounge and family room share a central open fireplace complete with stone counter, while the galley-style kitchen boasts a stainless steel Iive gas cooktop, oven & grill, dishwasher, and endless amounts of practical storage. Enjoy sun-filled days in the expansive dining area with its large cedar doors and windows offering views to a private courtyard, while a smaller meals areas caters for the daily routine.,Further home attributes include a central bathroom with stone-top vanity, shower, and a deep bath, a sunken study with exposed beams and rough-cut brick feature wall, courtyard entries front and rear with established gardens, double garage with remote and dedicated workshop, storage shed, separate laundry, ducted heating, and reverse cycle cooling.,Zoned for Glen Waverley Secondary College and Mount View Primary School, and in walking distance to Glen Waverley Station and The Glen Shopping Centre.",Ryan Yan,0414145257,Christopher Pataud,0481164775,143382364,<generator object RealestateSpider.get_pictures at 0x000001B6B949C8C0>,https://www.realestate.com.au/property-house-vic-glen+waverley-143382364
"33B Clifford Street, Glen Waverley, Vic 3150","$1,600,000 - $1,700,000",4,2,364m²,2,"Relishing the perfect fusion of sunshine, style and space, this freestanding, street-front home offers an uplifting family environment that encompasses formal, family and alfresco zones in the prized GWSC Catchment (STSA). Beyond the front door a magnificent formal lounge room acts as a wonderful welcome before continuing through to the expansive open plan domain that's bathed in northerly sunshine. Here the kitchen, dining and family room come together to create a streamlined social hub that includes stone benches, Technika appliances (900mm gas stove, 900mm oven and dishwasher), accompanied by a breakfast bench. Perfect for drawing in fresh air, sliding doors extend the room out onto the alfresco zone and the backyard where children can play happily while parents relax with friends. Upstairs you'll find the sleeping wing that consists of four robed bedrooms, including a master bedroom boasting a walk-in-robe and dual vanity ensuite, further complemented by a family bathroom and separate toilet. Included for added comfort, you'll find a ground floor powder room, laundry with walk-in linen press, ducted heating, evaporative cooling, ducted vacuum, high ceilings plus a double garage with internal access and extra driveway parking for friends. Walking distance to The Glen Shopping Centre, Glen Waverley Primary, Glen Waverley Secondary, Wesley College, Glen Waverley Train Station, buses, Kerrie Rd shops and playgrounds, near EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Fang Lu,0402451438,Danny Zhang,0433906203,144756260,<generator object RealestateSpider.get_pictures at 0x000001B6B949C8C0>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144756260
"8 Roycroft Close, Glen Waverley, Vic 3150","$1,280,000 - $1,408,000",5,3,858m²,2,"With its private resort pool, the lucky 8 address at the top of the court brings some holiday magic to the coveted school catchment for Mount View Primary (STSA).,Set behind secure gates, the property offers both a substantial family home and a separate granny flat as the perfect guest house overlooking the sparkling water.,The inviting family home welcomes you with light and space, its north facing family wing free flowing around the living and dining rooms, opening to an entertainer’s deck for al fresco reprieve.,Privately zoned along the hallway, the 4 bedrooms are serviced by 2 bathrooms including a sweet heritage inspired bathroom for the 2 rear bedrooms and a shower ensuite and fitted walk-in-robe to the master.,The kitchen wows with its commercial sizing, high-end Robam appliances and its significant position as the family’s communal meeting point.  ,Ducted heating, split system cooling, jacuzzi bath, an oversized double garage and a fully contained unit with its own living area, bedroom, ensuite and kitchenette add to the feature-packed attributes.,The fuss free garden is designed with a private courtyard, raised planter boxes to grow your own produce and elegant sandstone pool coping for the look of a Mediterranean resort.,What a fabulous lifestyle in a quiet court, just a short walk to Mount View Primary, Caulfield Grammar, Glen Waverley Golf Course and Jells Park, with nearby shops, restaurants and cinema at The Glen and Pinewood Shopping Village, and exceptional transport connections via bus, train, Monash Fwy and Eastlink.",Bruce Liu,0424576188,Vivian Ge,0432408459,144613796,<generator object RealestateSpider.get_pictures at 0x000001B6B93A89D0>,https://www.realestate.com.au/property-house-vic-glen+waverley-144613796
"51 Knights Drive, Glen Waverley, Vic 3150","$1,650,000",4,2,663m²,4,"Nestled on a sizeable 658sqm block in a leafy pocket of Glen Waverley, this beloved family sanctuary offers endless potential for astute buyers, placing its residents within minutes of vibrant shopping hubs and highly regarded schools.,Move-in ready for keen renovators with the potential for a contemporary transformation, or perfect for savvy developers (STCA) looking to capitalise on the generous land size and superb location, this solid brick veneer home is wonderfully versatile.,Opening with crisp white walls, airy high ceilings and original hardwood flooring, the property's expansive layout is awash with natural light, ,Revealing a formal living/dining room for welcoming guests, a casual family/meal zone with charming slate flooring and a flexible converted garage that serves as a spacious rumpus/studio, there's space for everyone to relax.,Placed centrally, the stone kitchen is equipped with quality 900mm appliances and ample storage for the aspiring chef, while the whisper-quiet deck is ideal for effortless entertaining or savouring a serene morning coffee.,Completing this cherished home, the huge primary bedroom is zoned for peace and privacy with a walk-in robe and soothing fully tiled ensuite, while the three remaining bedrooms feature built-in robes and access to the full monochrome bathroom.,Ducted heating and refrigerated air conditioning provide optimal comfort all year round, plus there's abundant off-street parking, solar panels for energy efficiency and even a selection of assorted fruit trees.,Benefiting from prime convenience, the home is zoned for nearby Camelot Rise Primary School and popular Highvale Secondary College, while five minutes from The Glen's shops and vibrant restaurants.,It's also close to glorious parks and wetlands, prestigious private schools and Vermont South Shopping Centre, plus moments from Glen Waverley Station and major roads for seamless city commuting.,Combining space and comfort with potential and convenience, this is an excellent opportunity in a prized location.,Property specifications:,central vacuum system,Four robed bedrooms, multiple living zones,Covered entertainers' deck and easycare leafy surrounds,Family bathroom with bath, separate w/c, shower has spa jets,Huge primary bedroom has full ensuite and walk-in robe,Stone kitchen has 900mm electric oven and gas cooktop, dishwasher,Close to shops, schools, parks, transport and freeway",Ivy Liu,0433163766,Neo Chen,0433854778,144481120,<generator object RealestateSpider.get_pictures at 0x000001B6B93A8F20>,https://www.realestate.com.au/property-house-vic-glen+waverley-144481120
"25 Winston Street, Glen Waverley, Vic 3150","$3,500,000 - $3,800,000",5,5,658m²,2,"Proudly built by Kenstar Prestige Homes to the highest standards, this rendered brick veneer magnificent provincial masterpiece of approximately 65 squares is certain to delight the pickiest buyers in the blue-ribbon locale of Glen Waverley. Bold details highlight the home's breathtaking proportions with elegant entrance doors opening to reveal the stunning European oak parquetry flooring that flows through to the lavish formal lounge room.  The corrido to the family area will wow with four gorgeous Roman columns and the classic wine rack. Captivating the consummate chef, the exquisite kitchen showcases fabulous marble benchtops, classy joinery with shaker profile, Miele appliances, integrated refrigerator and freezer, second kitchen with butler's pantry plus an island breakfast bench, opening onto a splendid dining zone and family room with built in tv joinery. Dual sliding doors deliver a seamless connection to the outdoor alfresco area. An upstairs retreat is further accompanied by a study area and four super sized bedrooms that all come with their own walk-in-robes and ensuites including the super-size master with dressing room, opulent ensuite and balcony overlooking a park opposite the street. For guests, the 5th bedroom at the ground floor will delight with a walk-in-robe and ensuite. Furthermore, the home features a powder room, huge laundry, zoned refrigerated cooling and heating, frameless shower screens, large French cornices, wall panels, large architraves and skirtings, double garage with internal access and much more.,Set on a rectangular 658m2 (approx.) flat block located at a peaceful and charming street, this beauty is just moments to The Glen Shopping Center, Kingsway entertainment precinct, train station, Wesley College, Caulfield Grammar, Highvale Secondary, public transport, Capital Reserve, Dandenong Creek Trail, and the Monash Freeway.",Lily Chen,0403707888,Vincent Chang,0421030091,144615520,<generator object RealestateSpider.get_pictures at 0x000001B6B93ABEF0>,https://www.realestate.com.au/property-house-vic-glen+waverley-144615520
"31 Whites Lane, Glen Waverley, Vic 3150","$1,650,000 - $1,750,000",4,2,869m²,6,"A superb school hub position facing Brentwood Secondary's sporting green invites you to live and learn from this expansive family residence.,An imposing façade with 8 lucky windows and a decorative arch above the doorway gives the home an air of distinction from its prime position at the top end of Whites Lane.That style meets substance with 4 living areas including a lounge, rumpus, sunroom and retreat, assuring the family of abundant living space across two light-filled levels.,Elegant granite benchtops and an open plan design create ease of movement across the well-appointed kitchen, with a sunny dining space framed by beautiful windows.,The street facing bedrooms upstairs enjoy lovely views of the surrounding sports reserve putting children just steps away from Greenland Early Learning Centre, Glen Waverley South Primary, Brentwood Secondary College and the White Lanes Tennis Club.  ,Outside, the freedom of an 869sqms (approx.) block adds to the generous setting with a big, grassed area for playing sport, and a huge covered back deck for outdoor relaxation and large-scale entertaining.,An extended driveway and two garages enable plenty of off-street parking from this family friendly neighbourhood close to The Glen, Central Reserve, Monash Aquatic Centre, the coming upgrade of Brandon Park Shopping Centre and private education at Wesley College and Caulfield Grammar. ",Anna Du,0439417961,Jackie Chen,0433722913,144733188,<generator object RealestateSpider.get_pictures at 0x000001B6B93ABEF0>,https://www.realestate.com.au/property-house-vic-glen+waverley-144733188
"806a/25 Osullivan Road, Glen Waverley, Vic 3150","$580,000-$620,000",1,1,8361m²,1,"Welcome to 806a/25 Osullivan Road, Glen Waverley! Situated in the Stylish Sky Garden luxary developments, this owner occupied stunning 57 square meters 1-bedroom, 1-bathroom apartment that offers a contemporary lifestyle in a epic location. This modern property is perfect for young professionals, couples, or investors looking to secure a stylish and low-maintenance residence.,Featuring a sleek and functional design, this residential apartment boasts a spacious open-plan living area that seamlessly flows into a well-appointed kitchen. The bedroom is generously sized, providing a comfortable space to relax and unwind. With a single garage, parking will never be an issue, ensuring convenience and peace of mind.,Situated in the heart of Glen Waverley, this property offers an enviable lifestyle with an array of amenities at your doorstep. Enjoy the convenience of being just moments away from vibrant shopping precincts, renowned dining options, and excellent transport links. Additionally, this location is within close proximity to top-ranking schools, beautiful parks, and recreational facilities.,Features including:,-	Floor to Ceiling Windows to maximise lights. ,-	Upgraded nature stone for Kitchen area.,-	Modern kitchen with full Miele appliances,-	Upgraded top of the range Miele undermount rangehood in Architectural curved cabinets.,-	Naturel Timber for comfort and relaxation,-	Upgraded double Air coniditioners,-	Fitted with high end custom made blinds and curtains.,-	Full amenities with Double stories Gym, pool, steam room, cinema, private dinning rooms, library and more.,-	Roof top garden with outdoor gym, vegetable patch, etc.,-	Walking distance to The Glen shopping centre, main street shops, train station and public transport. ,Don't miss out on the opportunity to own this stylish apartment in Glen Waverley. Whether you're looking to invest or reside, this property is sure to impress. Contact us today to arrange a private inspection and secure your slice of modern living in one of Melbourne's most desirable suburbs. Contact Jing now on 0423667724 to book a private inspection now!,    ",Jing Zou,0423667724,Ivan U,0432359306,144352504,<generator object RealestateSpider.get_pictures at 0x000001B6B7D26570>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-144352504
"6 Heath Street, Glen Waverley, Vic 3150","$1,380,000 - $1,480,000",3,1,656m²,1,"Fantastic opportunity to purchase this charming, original family home on a regular allotment of approximately 656m2, within the esteemed Brentwood Secondary Zone (STSA).,An entrance hall greets you on arrival and highlights sturdy hardwood floorboards that flow throughout the property. The home features a spacious, light filled lounge and dining room, and a well-appointed kitchen with a sunny outlook, enhanced by a gas cooktop and electric oven, opening out to a generous meals area. ,Accommodation comprises of 3 sizeable bedrooms, 2 with built in robes, all serviced by a well-equipped bathroom including a shower and bathtub, plus a separate toilet. Extra features include a large laundry, ducted heating, air conditioner, a lock up garage and a substantial rear yard for all the family and pets to enjoy.,Great property for 1st home buyers, downsizers or investors, or perhaps build in the backyard or redevelop the site completely (STCA). Centrally located a short stroll to Brentwood Secondary, Glen Waverley South Primary and public transport, with easy access to Brandon Park Shopping Centre, Glen Waverley train stations, The Glen Shopping Centre, Kingsway Dining Precinct, a selection of parks and reserves and M1 Freeway.",Kathleen Kuang,0439552788,Sam Rossello,0411759059,144354832,<generator object RealestateSpider.get_pictures at 0x000001B6B7D27120>,https://www.realestate.com.au/property-house-vic-glen+waverley-144354832
"824 Highbury Road, Glen Waverley, Vic 3150","Vendor Asking $1,100,000",4,2,654m²,2,"Desirably placed on a significant allotment of 654sqm (approx), this original 4 bedroom, 2 bathroom classic is brimming with traditional character and future potential. Immaculately maintained for immediate live in or lease out options, inviting interiors comprise of north-facing living/dining domain, tidy kitchen, family/meals area, split system heating/AC, double carport and off street parking. Add your contemporary vision to existing spaces, or wipe the slate clean and utilise this impressive block to redevelop with multiple townhouses (STCA). Zoned for Camelot Rise Primary and Highvale Secondary College, close to The Glen, parklands, Wesley and transport.",Lily Chen,0403707888,Sean Lin,0452050331,144620776,<generator object RealestateSpider.get_pictures at 0x000001B6B7D25030>,https://www.realestate.com.au/property-house-vic-glen+waverley-144620776
"1/19 Avonhurst Drive, Glen Waverley, Vic 3150","$1,500,000",4,3,339m²,2,"This stunning street-front home, boasting approximately 30 sq (approx.), invites impeccable light-soaked living with flawless attention to detail throughout. Timeless quality and an abundance of natural light define this residence, featuring stunning tiles and high ceilings that enhance the open plan living/dining area and a gourmet kitchen appointed with stone surfaces, stainless steel appliances, and an island bench. The property boasts ground and upper-level main bedrooms, each complemented by a stylish ensuite, along with two additional robed bedrooms and a stunning fully tiled twin-vanity bathroom.,Luxurious low-maintenance living is a hallmark of this home, complete with an entertaining terrace, heating/AC, double glazed windows, and a double garage. Nestled in a quiet neighbourhood within the esteemed Pinewood Primary and Brentwood Secondary College zones, it offers a convenient lifestyle. A short stroll will take you to Pinewood shops, nearby parklands featuring tennis courts, and it's in proximity to Monash University and Medical Centres, the M1 Freeway, Syndal, and Glen Waverley train stations, as well as The Glen and Chadstone shopping centres.",Calvin Huang,0433625756,Anthony Shu,0426270218,143969256,<generator object RealestateSpider.get_pictures at 0x000001B6B7D27230>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143969256
"1/404 Springvale Road, Glen Waverley, Vic 3150","$800,000 - $850,000",2,2,312m²,1,"Bright and brilliantly spacious, this single level unit is the perfect match for first homebuyers, downsizers and investors searching for a life of convenience in the Brentwood Secondary Zone (STSA). ,Casting a splendid first impression, the generously sized living and dining zone bathes in natural light and offers plenty of space to relax at home with room to set up a study desk, lounge suite and dining table. ,The adjoining kitchen is neatly presented and boasts the appeal of Westinghouse appliances including a gas stove, oven and dishwasher, while sliding doors open onto a private courtyard that's the perfect setting for summer entertaining. ,Opening off the hallway, the two bedrooms each benefit from robes and incorporate a master bedroom with walk-in-robe and ensuite, supplemented by a family bathroom and separate toilet. ,Furthermore, the home includes a laundry, ducted heating, split system air conditioning, alarm, cloak closet plus a single garage with internal access and driveway parking space for a 2nd car. ,Just across from Central Reserve and close to The Glen, buses, Glen Waverley Station, Monash Aquatic Centre, Glen Waverley South Primary, Brentwood Secondary, Monash Uni and freeways. , ",Jenny Gao,0467092216,,,144356256,<generator object RealestateSpider.get_pictures at 0x000001B6B7D27780>,https://www.realestate.com.au/property-unit-vic-glen+waverley-144356256
"1202/25 Osullivan Road, Glen Waverley, Vic 3150","$880,000 - $968,000",2,2,312m²,1,"Sculptural and stunning with dramatic views spanning from the city skyline across to the Yarra Ranges and through to the Dandenong Ranges, this Sky Garden apartment rises high on the 12th floor and offers a lifestyle of pure perfection. ,North-facing and flaunting a dawn colour scheme that promotes a fresh ambience and adds to the light-filled aesthetic and welcomes you into the open plan living, dining and kitchen. Here modern light-coloured floorboards are matched with stone benches, an island breakfast bench, Miele appliances including a gas stove, oven and integrated dishwasher plus a concealed fridge space that adds to the stylish design. ,Appreciating the spectacular views, the open plan domain spills out onto the balcony, while the two robed bedrooms are accompanied by a study area and include a master bedroom with built-in-robes and ensuite, further served by a like-style 2nd bathroom. ,Finishing touches include a Euro laundry, split system heating/air conditioning, video intercom entry, basement parking space plus a storage area, while residents are treated to an indoor pool, equipped gym, yoga studio, steam room, theatre room, two mahjong rooms, two treatment rooms, library, two dining rooms with kitchen facilities, an array of lounge rooms plus a spectacular entertainer's terrace with Dandenong Ranges views, BBQs, vegetable garden and children's play area. ,Situated above The Glen Shopping Centre with zoning to Glen Waverley Secondary College, walking distance to Glen Waverley Primary, various dining precincts, Village Cinemas, buses and Glen Waverley Station. , ",Anita Meng,0410000898,Nuria Jewell,0450000898,144738088,<generator object RealestateSpider.get_pictures at 0x000001B6B7D25360>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-144738088
"4 Booran Avenue, Glen Waverley, Vic 3150","Private Sale $1,345,000-$1,395,000",3,1,646m²,1,"INSPECTION BY APPOINTMNET. Metricon plans available. SEC 32 and Contracts available. ,Presenting as an excellent opportunity to create your ideal home without the expense or delay of building, this 3 bedroom home offers unlimited scope and potential with a live-in now approach in the Brentwood Secondary College Zone (STSA).,Solid as a rock and with a substantial land offering of 646 sqm (approx.) this home boasts a generous living area that features an open fire place, adjoining dining zone which flows to an open courtyard, smart kitchen with quality stainless steel appliances overlooking a bright family/meals space, a family bathroom, 3 well-sized bedrooms each with built-in robe, a private toilet and laundry.,Graced with polished floor boards this home is waiting for your added flair and offers the potential of a charmed and relaxed lifestyle surrounded by native gardens with the benefits of ducted heating, reverse cycle cooling, ceiling fans and a single carport. Positioned on a corner block, you may also see it exciting blank canvas ready to start again or even develop as a multi-unit site (STCA).,In a practical location that's close to Brentwood Secondary College, Brandon Park Shopping Centre and Brandon Park Reserve it also offers easy access to Holmesglen TAFE, Glen Waverley Station and The Glen Shopping Centre with local buses nearby.",Andrew Dimashki,0401457755,Emma Ren,0426891618,142851636,<generator object RealestateSpider.get_pictures at 0x000001B6B93AACE0>,https://www.realestate.com.au/property-house-vic-glen+waverley-142851636
"17 Cooper Avenue, Glen Waverley, Vic 3150","$1,350,000 - $1,450,000",5,2,690m²,2,"Overflowing with accommodation for the growing family, this generous home sits on 690sqm approx. and offers the appeal of a single level layout with polished floorboards highlighting the living spaces and paved entertaining for outdoor gatherings with friends. Prized for its placement in the Brentwood Secondary Catchment (STSA), the home's floorplan sees the front of the home focused on everyday life with the lounge room resting before a gas log fire and flowing through to a spacious dining zone. Stepping through to the kitchen, you'll appreciate the appeal of white cabinetry, polished floorboards and Bosch appliances including a gas stove, oven and dishwasher, while a breakfast bench provides space for quick meals. Catering for when friends drop by the northerly oriented backyard is accessed via sliding doors and opens onto a large, paved area and generous lawn area where children can happily play. Running along the hallway, the five robed bedrooms ensure every family member has their own space and include a master bedroom with wall-to-wall built-in-robes and stylish ensuite, supplemented by a family bathroom with separate toilet. Adding appeal, the home is further complemented by a full-sized laundry, ducted heating, split system air conditioning, high ceilings, garden shed, long side driveway plus a lock-up carport. Situated only a short stroll from Glen Waverley South Primary, Brentwood Secondary, Code Five café and buses, near Caulfield Grammar, Brandon Park Shopping Centre, Jells Park plus EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Darryl Wickham,0410554779,Alan Zhang,0402200098,144625560,<generator object RealestateSpider.get_pictures at 0x000001B6B93A9580>,https://www.realestate.com.au/property-house-vic-glen+waverley-144625560
"302/263A Springvale Road, Glen Waverley, Vic 3150","$630,000 - $690,000",2,2,142m²,1,"Enjoy a convenient and low-maintenance luxury lifestyle with this two-bedroom, two-bathroom unit well-located minutes from all of Glen Waverley's amenities and within Glen Waverley Primary and Secondary school zone. ,Ideal as a first home or a savvy investment in a high rentability area, this spacious home offers plenty of perks. With only two units per floor, no shared walls and only six units in the entire building, it's quiet and offers plenty of privacy. Featuring a secure entry and an open plan design with a spacious lounge and meals area that sits adjacent to a modern and bright kitchen. Well appointed and inclusive of quality stainless steel appliances including a gas cooktop and dishwasher, easy-to-clean stone benchtops on an island-style bench and glass splashbacks and you'll also have ample cupboard space for all your kitchen storage. ,Stay comfy all year long with split system heating and cooling and from the living area, you can step out to one of two private balconies to enjoy the leafy views. ,Both bedrooms include built-in robes as well as a split system air conditioner for a perfect sleeping temperature every night. The master includes a private ensuite as well as direct balcony access. ,Added perks include NBN connectivity and access to a rooftop garden with BBQ facilities.  ,A single, secure, car park via an automated car stacker is included and bike racks are also available. Alternatively, leave the car at home as you'll be only minutes from a range of restaurants, cafes, Glen Waverley Shopping Centre and all its facilities as well as the Kingsway entertainment hub. Glen Waverly Train station offers you easy commuting to the city or anywhere else you need to be.  ,Property Specifications: ,•	Two-bedroom, two-bathroom luxury unit well-located at the heart of Glen Waverley,•	Two private balconies plus access to a rooftop garden with BBQ facilities,•	Included car park via car stacker or leave the car and walk to the nearby train station,•	Perfect as first home or investment in a high rentability area,Please note: inspection time may change or cancel without notice, please check the website before attending the inspection.",Kerry Huang,0450989955,Carrie Li,0452191129,144317020,<generator object RealestateSpider.get_pictures at 0x000001B6B93A98B0>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-144317020
"15/60 Avendon Boulevard, Glen Waverley, Vic 3150","$820,000 - $840,000",3,2,252m²,2,"Unbeatable in location and with modern flair, this three bedroom ground floor apartment at Avendon Mansions is not one to miss.,This prestigious tree lined estate suits downsizing retirees, young families , first home buyers and investors wanting to secure this low maintenance living in prime location.,Beyond the lobby entrance , this apartment welcomes you with a spacious open plan living and dining area . Beautifully polished floors and a stunning renovated kitchen with gas cooktop, oven and dishwasher.,The 3 bedrooms are positioned along the hallway, the master bedroom with built in robes with an adjoining updated bathroom. Two additional bedrooms with built in robes all with space heaters and a central updated bathroom with separate bath and shower. Alongside is a large laundry room .Split system , heating and cooling for comfort all year round.,A huge balcony to sit and relax in this peaceful complex. Secure building entry, remote double lock up garage and intercom.,This is a rare opportunity to secure this apartment as many owners live here for many years.,Within the Glen Waverley secondary school zone (STSA),and Syndal South primary zone (STSA) , take a quick stroll to Syndal or Glen Waverley train stations and enjoy the surrounding parklands in the area. A short trip to The Glen and Kingsway dining, and with easy access to M1 and Eastlink freeways, this location truly has it all! ",Natalie Visic,0466527094,Shaun Lim,0449980304,144361092,<generator object RealestateSpider.get_pictures at 0x000001B6B93A8590>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-144361092
"308 Blackburn Road, Glen Waverley, Vic 3150","$1,250,000 - $1,375,000",4,1,697m²,2,"Ready to ignite your imagination, this classic home sits on an incredible 697sqm approx. rectangular allotment in the highly coveted Glen Waverley Secondary Zone and offers the perfect opportunity to invest in comfort or redevelop (STCA). ,Neatly presented and accessed via a circular driveway for easy entry and exit, the home's generous dimensions are ready to cater for the large family with four bedrooms providing ample accommodation, accompanied by a bathroom, powder room and separate toilet. ,Creating a central hub from which the home extends, the well-presented kitchen opens via a breakfast bench onto a meals zone with access through to a sunroom/lounge, while the dining room sits before the warmth of an open fireplace. ,Resting beneath a soaring ceiling, the family room allows the family to congregate together in the evening whilst enjoying direct access out to the backyard with paved entertaining zone. ,Comfortably appointed with ducted heating, evaporative cooling plus a carport parking space. ,Situated only a stone's throw from Syndal Station and Blackburn Rd shops, with easy access to Syndal South Primary, Glen Waverley Secondary, Huntingtower School, Wesley College, Kingsway restaurants, The Glen, Monash Aquatic Centre, Monash Uni and Monash Freeway. , ",Anita Meng,0410000898,Nuria Jewell,0450000898,144738096,<generator object RealestateSpider.get_pictures at 0x000001B6B93A8150>,https://www.realestate.com.au/property-house-vic-glen+waverley-144738096
"808 & 810/2 Snedden Drive, Glen Waverley, Vic 3150","$2,100,000 - $2,300,000",5,4,142m²,3,"Custom designed to deliver a world of luxury across two interconnected apartments, this Sky Garden residence in a haven like no other with uninterrupted views of the Dandenong Ranges and a spectacular configuration that's certain to appeal to large or multi-generational families in the GWSC Catchment (STSA).,Prosperously placed on the 8th floor, you'll enter via apartment 808 and experience the glamour of an extravagant lounge and dining room that soak up panoramic views of the Dandenong and Yarra Ranges through an incredible bank of floor-to-ceiling windows. ,Fit for the consummate chef, the high-end kitchen is glamour packed and presents a lengthy breakfast bench, stone benches/splashbacks, Miele appliances including an induction stove, 900mm oven and integrated dishwasher, along with a fabulous butler's pantry and plumbing point for your fridge.,On New Year's Eve, you can step out onto the balcony to capture views of the fireworks over the CBD, while the three bedrooms include a king-sized master bedroom with dressing room and dual vanity ensuite, supplemented by a 2 nd bathroom and laundry.,A second covered balcony acts as a connecting point between the apartments, with residence 810 unfolding to reveal two robed bedrooms, including a master bedroom with built-in-robe and dual vanity ensuite, accompanied by an additional bathroom and Euro laundry.,Additionally enjoying Dandenong Ranges views, the open plan living, dining and kitchen flow over light-coloured floorboards and boast stone benches, Miele appliances plus a concealed fridge space.,Comforting both apartments, you'll appreciate split system heating/air-conditioning, double-glazed windows, video intercom entry, high ceilings plus the benefits of three basement parking spaces.,Rich in amenity, the Sky Garden complex provides a breath-taking array of lavish facilities including, but not limited to a sumptuous indoor pool, steam room, fully equipped gymnasium, calming yoga studio, cinema room, private treatment rooms, relaxed lounges, library, gourmet kitchen and dining rooms plus an expansive terrace where you can utilize the barbeque facilities or take a quiet stroll through the gardens.,Resting above The Glen Shopping Centre in the Glen Waverley Secondary Catchment (STSA), meters from dining precincts, Glen Waverley Train Station and buses, whilst close to Glen Waverley Primary, Wesley College plus EastLink and Monash Freeway.,Photo ID required at all open for inspections.",Alan Zhang,0402200098,Darryl Wickham,0410554779,144746724,<generator object RealestateSpider.get_pictures at 0x000001B6B93A8590>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-144746724
