Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1,Agent2,PropertyId,Pictures,Url
"14 Kiah Street, Glen Waverley, Vic 3150","$3,500,000 - $3,700,000",5 bedrooms,4 bathrooms,450 m² land size,2 parking spaces,"Reflecting high-end glamour in the Glendal Primary and Glen Waverley Secondary Zones (STSA), this modern mansion affords a lifestyle of luxury with every element thoughtfully crafted to maximize functionality and style. ,Entering via double doors, you'll be captivated by the home's fusion of quality and class with coffered ceilings and glamorous floorboards highlighting the formal lounge room that's focused toward a gas log fire. ,A fabulous theatre room adds a touch of cinematic romance complete with a projector, screen and speakers, while the open plan living, dining and kitchen indulges with its premium palette of materials. Here waterfall marble benches headline the space and are complemented by a full-array of Smeg appliances including an integrated dishwasher, oven, gas stove, coffee machine and microwave, while a 2nd kitchen/butler's pantry adds to the luxury and boasts its own Smeg appliances. ,Ensuring the synergy between inside and out is effortless, stacker sliding doors extend onto an alfresco zone with Ziptrak blinds and built-in outdoor kitchen, accompanied by a landscaped backyard. ,Shimmering above the wide staircase, a chandelier invites you up to the rumpus room, kitchenette and four of the five bedrooms, including a master bedroom with balcony, spa ensuite and dressing room, while a Jack & Jill bathroom connects two of the bedrooms accompanied by a 3rd bathroom with toilet and floor-to-ceiling tiles. The ground floor guest/5th bedroom further enhances the home and enjoys its own walk-in-robe and ensuite, additionally supplemented by a powder room and laundry. ,Equipped with a long list of inclusions such as ducted heating/air conditioning, ducted vacuum, alarm, video intercom, CCTV cameras, solar panels, high ceilings, auto driveway gates plus a double garage with internal access. ,In a gold class location, walking distance to Glendal Primary, Glen Waverley Secondary, The Glen Shopping Centre, Glen Waverley Station, buses and Glen Waverley North Reserve, with central access to Monash Freeway, EastLink and the Eastern Freeway. ","Eric Liu 刘闯,04101024...","Ming Xu,04006556...",144504544,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8f58bd02b0db2315f5b69ac82c8617fe8e4345109c1cbadceab4bc91e17731c3/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/56e4159d640649c75023015e1c9dbd16a7fa25e11fd9457ac6ca7d1f418220c6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/56e4159d640649c75023015e1c9dbd16a7fa25e11fd9457ac6ca7d1f418220c6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cfcaa4b4e74a6be172590159e419a873db04eb9c750c9dd0fdcd10fca5216f4f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/777c1e0e23aa08284c6a10737d65dd4837a6b8478936b7627802e4d1e1efbb24/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144504544
"336 Blackburn Road, Glen Waverley, Vic 3150","$1,700,000 - $1,870,000",4 bedrooms,3 bathrooms,,2 parking spaces,"**FOR MORE INFORMATION PLEASE CONTACT KERRY HUANG: **0450 989 955**,A unique opportunity awaits with this stunning double-story property, due for completion in April 2024, this brand new two townhouse development that have been thoughtfully crafted by THE SPLENDOR HOMES, perfectly positioned within a three-minute stroll to Syndal South Primary School , 6 minutes' walk to Syndal, 5 minute drive to The Glen Shopping Centre and a bus stand at the door step. Falling within the catchment of Glen Waverley Secondary College. Enjoy vibrant nightlife of Kingsway within walking distance.,Townhouse 1 enjoys a low-maintenance 26.8sq (approx.) four-bedroom, three-bathroom layout , two master bedrooms with ensuite (one zoned downstairs) with a spacious retreat area upstairs, double garage with internal access and a large open-plan living domain extending onto a north-facing alfresco outdoor area. Living with Hardwood timber flooring and a fireplace adding luxury and comfort to your living.,Townhouse 2 enjoys 26sq (approx), two family areas, with a ground floor guest bedroom featuring a walk-in robe and private ensuite, and three upper-floor bedrooms branching off from a spacious retreat, this offers versatile living. ,The facade of both townhouses showcase white painted render, brick veneer, and a grand timber double door entryway. ,The open-plan layout is illuminated by modern chandeliers and LED downlighting, Significant size of townhouse amplifying the sense of space. Natural light pours in, emphasising the luxury appointments.,The kitchen vaunts opulent style, with a four-seater breakfast island, stone benchtops and high end black Miele appliances.,Luxurious living extends to the bathrooms, all boasting full-height wall tiles, stone-top vanities, expensive and stylish tapware and fully-frameless showers. This is your chance to embrace sophistication and the opportunity to invest in the heart of Glen Waverley.,Disclaimer: We have, in preparing this document, used our best endeavours to ensure that the information contained in this document is true and accurate, but we accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence checklist provided by Consumer Affairs. Click on the link for a copy of the due diligence checklist from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist,Please note: inspection time may change or cancel without notice, please check the website before attending the inspection","[('Kerry Huang', '04509899...')]",,143044988,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bc795bb9228c3a3ee935d1ca4ee24e4a28b61750ff4bd457caa8f3bcc7b1cb6f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bc795bb9228c3a3ee935d1ca4ee24e4a28b61750ff4bd457caa8f3bcc7b1cb6f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/af326c2ed36e1779e056fc711f99fced1b855241c49cfbf0372897ee898ff093/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0713e03adf8cb701985b6f13e062750e516f155587771f9d3de60f29ed2758d4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7b38123d1014d2f3617dc5d60852d3ec123f947d5f3019ad67a847170fdd3131/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143044988
"201/1 Frank Street, Glen Waverley, Vic 3150","$420,000 - $460,000",3 bedrooms,1 bathroom,,2 parking spaces,"Welcome to The Frank St Apartments, located in an exceptional location of Glen Waverley, minutes from everything the area has to offer. , ,This property will appeal to those who appreciate not only the magnificent & quiet location of Frank St but also of the high quality interior/exterior design of this particular building. , ,Unit 201 is a spacious and well light 1 bedroom apartment. The features of the property are as follows;,- Spacious Open Plan Living,- Large Balcony,- Quality Fixtures & Fittings,- Stone Bench Tops in both Bathroom & Kitchen,- Quality European Stainless Steel Appliances,- Dishwasher,- 5 Burner Gas Cook tops,- Reverse Cycle Heating & Cooling,- Built in Robes, ,The building itself features secure basement car parking & storage facilities, elevator access to all three levels and security swipe cards for all entry points., ,The location of these apartments is also something to take into mind. Something to impress almost everyone!!, ,The Frank St Apartments are within walking distance of:, ,- The Glen Shopping Centre,- Century City Entertainment Complex,- Glen Waverley Train Station,- Glen Waverley High School & Wesley College,- Waverley Aquatic Centre & Other Recreational Facilities Including Large Parklands., ,Don't miss out on this amazing opportunity, make you move into your new home now!, ,WE ARE LOOKING FOR AN IMMEDIATE SALE. INSPECTIONS ARE A MUST. PLEASE REGISTER YOUR DETAILS NOW. ","[('TAS Sales Department', '03 9826 ...')]",,144541416,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9e4fbef7490e7a7afc0991ca747043f7a9f08fa7475d2c9f8641a2808d393ab7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e2838da6d52d738a628b79885698f4d044882256304eb11d67acf67088c95499/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/a7bd2d997249ca938049aad565f9c8539be78aa7499df05f30859035d709d20c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b6901cd16eb30735ce93fe569c8cae0b9e808b5b75ecd2ccb64f9b58c7efc069/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d61e8f87bdaf79c7b5489bfc6a75c6b8bf839e6eea7d65d286bd0f0dab9ec8d5/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144541416
"26  Falconer Street, Glen Waverley, Vic 3150","$3,380,000 - $3,718,000",5 bedrooms,4 bathrooms,"1,224 m² land size",4 parking spaces,"Indulging in every aspect of design, detail and destination, this custom created home achieves luxury beyond compare on a lavish 1224 sqm approx. allotment in the Glen Waverley Secondary Zone (STSA). This house is architecturally designed by the owner. ,Crafted with quality construction methods, the home's premium layout introduces itself with a stacked stone portico entry and welcoming foyer that's fitted with cabinetry for shoes and bags and complemented by the convenience of a powder room. ,The visually striking kitchen, living and dining zone relishes breathtaking views out to Scotchmans Creek and showcases sleek floorboards, a gas log fire, stone benches/splashbacks, 900mm Electrolux oven and gas stove, an island breakfast bench plus a 2nd kitchen with walk-in pantry. ,A delightful dining terrace accompanies this space, while the lower level is perfect for in-law's or as an entertainer's haven complete with a rumpus room, 5th bedroom, 4th-bathroom, laundry, cellar and paved entertaining zone that extends onto the terraced backyard with direct access to the creek. ,Arriving on the top floor, a study area provides access through to the four remaining bedrooms including two with private ensuites and the third with ensuite effect access to the main bathroom. ,Furthermore, the home has been constructed with structural concrete to all floors and walls, steel metal studwork to basement and ground floors, bulkhead and split system heating/air conditioning, 3 phase power, 22 solar panels, remote control sheer curtains to living room, double glazing, laundry chute, dual hot water system, storage shed, remote control driveway gates plus a double carport with louver roof. ,Conveniently situated close to Syndal South Primary, Glen Waverley Secondary, Wesley College, Huntingtower School, The Glen, Monash Aquatic Centre, Syndal Station and freeways.","Julie Wells,04088857...","Alice He,04344158...",144147504,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/78119f151ebbe9a59d93e51ea8f2ba4e7bd70d72aa12ce34d1442bd4ea7a8d2e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cc3fe6afdd288fdf8c800c7b4d02a162dc0a905c277537395fa0b3a0b6823ffc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cc3fe6afdd288fdf8c800c7b4d02a162dc0a905c277537395fa0b3a0b6823ffc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2d9e5a1d25517c1ecd8262fb3c449c3ed15e0f653e16156fc3b36d0115a36725/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/5843ee2dace96c1ae8b9e6bdeb2f2929ee8f1ae6c5bd5167d3b5ac7ecd353432/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144147504
"3 Diosma Drive, Glen Waverley, Vic 3150",$1.3M-$1.43M Renovated Family Home,4 bedrooms,2 bathrooms,650 m² land size,2 parking spaces,"Capturing the essence of classic family living with an abundance of natural light, this fabulous home, with a north facing backyard is situated in a prized location within the sought after Brentwood Secondary School Catchment Zone (STSA). ,Polished timber floors invite you into a large formal lounge, the gas fireplace the focal point of the room. The well-appointed modern kitchen boasts quality appliances with a gas cook top, electric oven, microwave, dishwasher and plenty of bench space for any home chef. ,The second living room at the rear of the home leads outside to tranquil backyard offering magnificent botanic views, with a flowing water fountain and fishpond providing a calming space to relax. Additional outdoor areas include the enclosed, covered outdoor deck showcasing a billiard table as one of its many uses. ,Boasting generously sized bedrooms, the master offers a stylish full en-suite bathroom, while the remaining bedrooms are serviced by equally stunning main bathroom and a third separate toilet. ,Modern comforts include ducted heating, evaporative cooling, ceiling fans, solar panels, roller shutters, ample off street parking and lockup double garage. ,Within walking distance to Brentwood Secondary school, Glen Waverley South Primary school and public transport, while only a short distance to Glen Waverley train station, local parks, M1 Monash Freeway, Brandon Park Shopping Centre, Kingsway restaurant strip and The Glen.","Tony Ievoli,04228697...","Freeman Li 李,04217802...",144644528,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8869f3d4a6d4fc83ba06fc372e3c4e60c94dcfa0190cb9b456e1689ca2a398dc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8869f3d4a6d4fc83ba06fc372e3c4e60c94dcfa0190cb9b456e1689ca2a398dc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1035f4d8e73fc441cbd8227e1fb515635647ba266aa4dec96de4c91686f6456e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ac9fa67f71478268206f4f01eb0bc3f72c94f818e9a109e33c7347a0de8f82a5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1a91c53b17b5a021122d150ae9702ff6346514f3082cf31ec513391aa3603461/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144644528
"1/24-26 Ivanhoe Street, Glen Waverley, Vic 3150","$1,100,000 - $1,200,000",3 bedrooms,2 bathrooms,,2 parking spaces,"With a warming aspect at the front of an appealing complex overlooking a leafy garden, this intricate tri-level town home will not only provide the space you require but offers plenty of outdoor areas to explore.,Step inside to an expansive, light-filled lounge with feature bay window and through into a brilliant, tiled open plan meals, family and modern kitchen precinct with stone benches, plenty of built in storage and stainless-steel appliances including a gas cook top and dishwasher.,Bedrooms with robes are housed away from the main living zones on the mid-level and both have proximity to the modern and bright main bathroom with shower, stone finished vanity and separate bath plus a separate toilet.,A place to retreat, reflect and rejuvenate for its lucky occupants, the hotel-style master bedroom takes up the entire top floor, incorporating a walk-in robe, matching ensuite, with air conditioning and its own private study/seating area.,This townhouse boasts two courtyards, the front leafy courtyard has amazing shade which is ideal for those summer days and nights, and a perfectly private courtyard which opens off the rear living area, has a northerly aspect and plenty of room to entertain while gas ducted heating, high ceilings and a separate laundry with direct connection to the downstairs oversized double garage are just some of the inclusions.,Currently leased until 16/9/2024 for $2,520 per calendar month.,• Intricate tri-level home with multiple living and dining zones,• Kitchen with stone benches, stainless steel appliances, lots of storage,• Open plan family and meals area,• Mid floor level bedrooms with robes, a modern main bathroom, separate toilet,• Top floor master retreat with walk-in robe, air-conditioning, ensuite and separate study/lounge space,• Private outdoor courtyard and garden,• Huge double garage with internal access,• Gas ducted heating,Perfectly positioned within walking distance to the Pinewood Shopping Village, Pinewood Primary School and the Monash Aquatic and Recreation Centre, close to The Glen Shopping Centre, Glen Waverley Station and Glen Waverley Secondary College, with easy access to Waverley Rd, Blackburn Rd, Springvale Rd, High St Rd and the Melbourne CBD via the Monash M1 Freeway.","Jeff Anderson,04112227...","Julie Kakos,04249147...",144413684,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dbd29a91d561a7e24b035b2eefdae3f17ab85f9191500f9dec109243e61a0f11/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dbd29a91d561a7e24b035b2eefdae3f17ab85f9191500f9dec109243e61a0f11/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/30e99f096d7236ffa61b1b8b1017f433a343be951522e031ac35278b5e11cfba/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4e36c8da2ba6bf68fd21b10b2cd251f389c93dc5fe3fd5587a7ea7b5cee42754/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2c1844b0725b15bd9df8ffa7bdd1d4ca9dae00169dce68ef1c73e1a763d21ed3/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144413684
"Type 108/235 Springvale Road, Glen Waverley, Vic 3150","$759,000",2 bedrooms,2 bathrooms,,,"Unleash the extraordinary lifestyle with the last six remaining apartments, complete with FREE display furniture! Don't miss your chance – seize this exclusive opportunity before it slips away (T&Cs apply). ,These luxuriously appointed light-filled 2-bedroom residences feature premium fixtures and fittings, timber flooring, Miele appliances, and generous island bench-tops.,Meticulously designed by renowned architects Rothelowman in collaboration with DKO Architecture, these residences have been carefully crafted with consideration to natural light, commanding panoramic views across Melbourne’s stunning skyline.,Directly atop the expansive homes lies 4,000sqm of carefully curated gardens, providing residents with a surplus of private spaces including bars, lounges, rest area, kitchen garden, play and picnic area, private cabanas and meditation/wellness area.,Located high above The New Glen Shopping Centre, Sky Garden elevates style, amenity and convenience to luxurious new heights.,Contact us today for more details and your private tour!  https://skygardenresidences.com.au/","Ivan Yu,04993889...","Silvia Pan,04562502...",137070482,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/420e9b3f09ad6562574e85afd4f8e783007a5d67ca9cc9e7fa42da9302d3a055/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3fed8ff214f69ab92e6b7613312f718d3218c1b40f28db41004507648b8deb8e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/526d7de976b4eb3b0716211c946a2622dc2ad563bbd04228c9343198b73be21e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9d2965c7211cbc73d34d5d7f57627d28a266865f66c740fa484c452db235814d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b5b18a2be271c66a89405e69f4cdb710d9363c1f99d710d3ef1a07d25561e004/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-137070482
"57 Atheldene Drive, Glen Waverley, Vic 3150","$2,100,000 - $2,250,000",4 bedrooms,3 bathrooms,766 m² land size,2 parking spaces,"Introducing an unparalleled blend of modern convenience and timeless elegance, this spacious 4 bedroom, 3 bathroom residence offers an exceptional living experience tailored for large and growing families. Enjoying breathtaking vistas of the Dandenong Ranges from the upper-level, this home epitomises comfort, contemporary style and beautiful drought tolerant, low maintenance gardens.,Crafted with meticulous attention to detail, the home boasts a sophisticated formal lounge with a cozy gas fireplace, seamlessly flowing into a refined dining area, perfect for entertaining guests. The gourmet kitchen adorned with sleek Miele appliances and stone surfaces, merges effortlessly with a casual meals area, while a separate family room with 2.5m electric cinema screen provides an inviting space for relaxation.,Step outside to discover a captivating outdoor sanctuary, where a sprawling covered alfresco area overlooks a solar heated pool and spa, nestled amidst impeccably landscaped gardens - an ideal setting for hosting gatherings or enjoying quiet moments of leisure.,Luxurious features abound throughout the home, including a dedicated study, ducted heating, evaporative AC, balcony offering panoramic views, ducted vacuum, alarm system, double garage and additional off-street parking.,Situated within the sought-after Glen Waverley Secondary College and Mount View Primary school zones, this prestigious residence offers easy proximity to Caulfield Grammar, Jells Park, Glen Waverley Golf Course, local shops, dining destinations along Kingsway precinct, The Glen shopping centre, and various transport options.","Calvin Huang,04336257...","Anthony Shu,04262702...",144659704,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c3aa01a92929c530880dcfb5fb88f415278cfc2c5657fa3d5ef3cbd7ea1fb969/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/071ee2cae618667447798f2186e7a3a1d9f5dcd09e7146ae8c182e4103ab8706/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/071ee2cae618667447798f2186e7a3a1d9f5dcd09e7146ae8c182e4103ab8706/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1e4797bc59a7be0eec1b15d46318ab435c51f6ebec6662e3ef5208b54254a63e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/62d03d2cd3f24036684d099bda66548e5818ee771b2026a890338f10ca351000/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144659704
"32 Saladin Avenue, Glen Waverley, Vic 3150","$1,500,000 - $1,550,000",4 bedrooms,2 bathrooms,723 m² land size,4 parking spaces,"A vibrant celebration of luxurious family living in a prized leafy setting, this sumptuous contemporary retreat presents a unique light-filled layout across a single sprawling level, spilling to glorious sunlit surrounds.,Nestled on an expansive 719sqm block with soothing green outlooks and calming rear views, the home's modern brick facade is framed by towering palm trees and a secure gated frontage, opening to reveal crisp white walls and sophisticated timber floors.,Awash with natural light, the stylish interiors showcase an open living/meal zone that merges with a serene elevated alfresco, while the spectacular enclosed entertainers' area boasts a cosy fireplace, full-height windows and a striking industrial design with a state-of-the-art concrete/timber kitchen.,The main kitchen is placed nearby with waterfall stone benchtops, an LG dishwasher, five-burner gas cooktop and electric oven, providing easy access to the private manicured backyard and peaceful pergola.,Completing this whisper-quiet family haven, the primary bedroom is the tranquil hideaway busy parents crave with its exclusive ensuite and expansive walk-in robe.,The three remaining bedrooms are generous in size and supremely comfortable, sharing access to the gleaming powder room and updated family bathroom with its full-size bath.,Ducted heating, evaporative cooling and split-system air conditioning ensure optimal enjoyment all year round, while additional finishing touches comprise an alarm system for peace of mind, a secure carport behind automatic gates and ample underhouse storage.,Life in this premium pocket of Glen Waverley is all about convenience, placing its new family within a stroll of Pinewood Primary School and bustling Pinewood Shopping Centre, while close to Brentwood Secondary College.,It's also moments from prestigious private schools and The Glen, while nearby train stations and the Monash Freeway ensure seamless city commuting.,With nothing left to do but unpack and relax, this expansive family home awaits its next chapter.,Property specifications:,Four bedrooms, open plan living/dining zone, two modern kitchens,Versatile enclosed entertainers' area, covered alfresco and pergola,Family bathroom, ensuite and powder room, walk-in/built-in robes,Manicured gardens, gated frontage, carport and additional parking,Walk to shops, parks and schools, close to transport and freeway","Neo Chen,04338547...","Ivy Liu,04331637...",144544452,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/df0e89293d3658e11aff90ef2d0a16f5a87df24dd55a722004d3419b1fdb81b9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/07ec2f4fa61e856178d2445e8e20818df3f59787750b457ef579e83ba518f48b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/07ec2f4fa61e856178d2445e8e20818df3f59787750b457ef579e83ba518f48b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/198349aef076dc9dcfd27d0e5501fcc847b66669a9186206b6ec971daa07399f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/f819f1e0decd5e072448b94e4ac2733cffb64f6f655a0861dfe88d17eb801064/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144544452
"Type 110/235 Springvale Road, Glen Waverley, Vic 3150","$755,000",2 bedrooms,2 bathrooms,,,"Unleash the extraordinary lifestyle with the last six remaining apartments, complete with FREE display furniture! Don't miss your chance – seize this exclusive opportunity before it slips away (T&Cs apply). ,Seamless connection to The Glen Shopping Centre, a premier shopping and dining destination with over 240 retailers to explore.,Bright and spacious open plan living and dining areas with breathtaking panoramic views of Melbourne's skyline and the tranquil Dandenong Ranges. A sophisticated kitchen designed by DKO Architecture features a sleek island bench, plenty of storage and state of the art integrated Miele appliances. The generous master bedroom features its own modern en-suite and the second bedroom completes this stunning offering with an abundance of built in robes.,Sky Garden also offers residents their own private oasis with over 4,000sqm of rooftop gardens, overseen by Australian landscape architect Aspect Studio. Further facilities available for the exclusive use of residents are a luxurious swimming pool, fully equipped gymnasium, library and convenient access to the Kingsway, Glen Waverley Secondary College, and Glen Waverley Railway Station.,Priced from $755,000, an exclusive selection of one, two and three bedroom residences with car-park remains available. ,Contact us today for more details and your private tour!  ,https://skygardenresidences.com.au/.","Sherroy Ong,04234260...","Ivan Yu,04993889...",137070434,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/42b845bec22b02e56a4efebcd1528faf986f7391533040d6548f703caf03a934/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3539cc18b842f94324383992777c2f8331ef4670111f7fa75f53579ae9ab7ae4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/fffc24810f585abeea5e6036604a97d8a0d1fdbe39b2b6c1b0bf7b4ab55265e9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/204d5ab58e2682fe437de786ef505ae364f743e56394e57ac893d8802b6f4e32/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/f96759b20dc88d85c183776300b662073a7b9088654ee3bea10736c1aaffdd58/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-137070434
"755-757 High Street Road, Glen Waverley, Vic 3150",$5.5M - $6M - AUCTION THIS SAT AT 10AM,5 bedrooms,2 bathrooms,"1,451 m² land size",8 parking spaces,"Combining for an amazing 1451 sqm (approx.) total over two incredible blocks, and placed in a fantastic location that also happens to be in one of Melbourne's most exclusive school zones, this sensational opportunity is one that very rarely comes on the market!,This amazing double block is sure to excite those with redevelopment aspirations. The immense land size lends itself to being transformed into multiple townhouses or units (STCA), while you can't rule out building your grand and custom dream family home on the huge allotment (also STCA). This prospect also delivers great investment potential, where you can rent out the two single level dwellings that exist on the land as you get your plans and permits in place!,Zoned for both the Glen Waverley Secondary College and Glen Waverley Primary School (STSA) as well as being so close to Wesley College, you're also located near the popular The Glen Waverley Shopping Centre, Kingsway restaurants and shops, Glen Waverley North Reserve, Larpent Reserve, buses, Glen Waverley Station, and freeways. ","Fred Zeng,04116043...","Ming Xu,04006556...",144173196,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4ce9395f96b7a23f740f34ec254ebb3a8ab113d78bede91e2bbeff6fbd8e9eac/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4ce9395f96b7a23f740f34ec254ebb3a8ab113d78bede91e2bbeff6fbd8e9eac/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3eba2a05945fc9d8294c662f3825408662d83ee3896dd00c53d2da98c127a64e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ff7c60620eee42436b5780c80595d659966c1819475a325038711ad541dad586/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b34e65db5d1baa53302e8a8ca21a0fb2e4f6d7da07fe18566320e8b50c3d7ff3/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144173196
"1/723 Waverley Road, Glen Waverley, Vic 3150",,3 bedrooms,1 bathroom,,,"First home buyers, downsizers and investors, light, bright single level unit, offering formal living room flowing into the dining room family area, servery window from the kitchen with multiple cupboards, pantry all facing the preferred North facing direction.  Wonderful entertaining inside and out to the paved backyard. ,Three bedrooms, two with built in robes, single carport and parking space in front.,Close to The Glen, buses, Glen Waverley Station and reserves.  Monash Aquatic Centre, Monash University and easy access to Monash freeway Eastlink and Brentwood Secondary School (S.T.A).,Disclaimer:  Every precaution has been taken to establish the accuracy of the above information but it does not constitute any representation by the the vendor/agent and agency.","Adrian Santini,04011996...","Karen Chiverton,04091449...",144666024,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/a1bb89b5d2c2846a9d694812867bf76efe3d303c70ebc1df49f2f7fa6378ff23/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/a1bb89b5d2c2846a9d694812867bf76efe3d303c70ebc1df49f2f7fa6378ff23/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1ea252987cf9331e7fd4ebd62f4862ca7300cc0a780f225708e1b8f1b9a90946/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2a0a19ffd8898a412068b053c0319db923c7922d0183c7684d0c4be36cfb74ff/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cc5b7c353c839819fd8f44405e76691e8c5e9d2d46b44ae898d9d1f2ea5ee1eb/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-144666024
